Term	RawFrequency	RelativeFrequency
οἰκτρός	8	6.39E-05
ὁμονοέω	8	6.39E-05
ὀργίζω	8	6.39E-05
ὀλοφυρμός	8	6.39E-05
ὀδύρομαι	8	6.39E-05
ὀγδοήκοντα	8	6.39E-05
ξενία	8	6.39E-05
νικόλαος	8	6.39E-05
μύσος	8	6.39E-05
μισθόφορος	8	6.39E-05
μερίζω	8	6.39E-05
μελέτη	8	6.39E-05
μαλακός	8	6.39E-05
μακεδών	8	6.39E-05
μάλα	8	6.39E-05
λυμαίνομαι	8	6.39E-05
λαμπρότης	8	6.39E-05
λάπτω	8	6.39E-05
κυκλέω	8	6.39E-05
κρύφα	8	6.39E-05
κίλιξ	8	6.39E-05
κατηγορία	8	6.39E-05
καταντιβολέω	8	6.39E-05
καθοράω	8	6.39E-05
θρῆνος	8	6.39E-05
θρασύς	8	6.39E-05
ζώιον	8	6.39E-05
ζητέω	8	6.39E-05
εὐωχία	8	6.39E-05
εἰσπίπτω	8	6.39E-05
εἰσπέμπω	8	6.39E-05
ἐσθίω	8	6.39E-05
ἐπιχέω	8	6.39E-05
ἐπιτυγχάνω	8	6.39E-05
ἐπίκειμαι	8	6.39E-05
ἐπίθεσις	8	6.39E-05
ἐπεκθέω	8	6.39E-05
ἐπαινέω	8	6.39E-05
ἐπάνειμι	8	6.39E-05
ἐξάγω	8	6.39E-05
ἐντυγχάνω	8	6.39E-05
ἐντεῦθεν	8	6.39E-05
ἐνιαυτός	8	6.39E-05
ἐλέφας	8	6.39E-05
ἐκκλίνω	8	6.39E-05
ἐγχειρίζω	8	6.39E-05
ἐγγίων	8	6.39E-05
ἔρις	8	6.39E-05
ἔπαρχος	8	6.39E-05
ἔνατος	8	6.39E-05
ἔλαιον	8	6.39E-05
δύσβατος	8	6.39E-05
δρασμός	8	6.39E-05
δοῦλος	8	6.39E-05
δοκάζω	8	6.39E-05
διεξέρχομαι	8	6.39E-05
διέπω	8	6.39E-05
διατελέω	8	6.39E-05
διατείνω	8	6.39E-05
διασκεδάννυμι	8	6.39E-05
διαπειλέω	8	6.39E-05
διαπέμπω	8	6.39E-05
διάνοια	8	6.39E-05
διάκειμαι	8	6.39E-05
δεσμωτήριον	8	6.39E-05
δεξιόομαι	8	6.39E-05
δένδρον	8	6.39E-05
γῆρας	8	6.39E-05
γεύω	8	6.39E-05
γέρρον	8	6.39E-05
γαμβρός	8	6.39E-05
γάλλος	8	6.39E-05
βραδύς	8	6.39E-05
βούλευμα	8	6.39E-05
βαπτίζω	8	6.39E-05
βάρος	8	6.39E-05
αἵρεσις	8	6.39E-05
ἅτε	8	6.39E-05
ἀφθονία	8	6.39E-05
ἀφανίζω	8	6.39E-05
ἀρχιερωσύνη	8	6.39E-05
ἀρνέομαι	8	6.39E-05
ἀραρίσκω	8	6.39E-05
ἀποβάλλω	8	6.39E-05
ἀπελεύθερος	8	6.39E-05
ἀπαλλαγή	8	6.39E-05
ἀπάγω	8	6.39E-05
ἀξιάω	8	6.39E-05
ἀντιποιέω	8	6.39E-05
ἀντίπαλος	8	6.39E-05
ἀνόσιος	8	6.39E-05
ἀνείργω	8	6.39E-05
ἀναχώρησις	8	6.39E-05
ἀνανιάω	8	6.39E-05
ἀλιτήριος	8	6.39E-05
ἀθέμιστος	8	6.39E-05
ἄτακτος	8	6.39E-05
ἄπρακτος	8	6.39E-05
ἄζυμος	8	6.39E-05
ἄγριος	8	6.39E-05
χρεών	7	5.59E-05
χάω	7	5.59E-05
φυσικός	7	5.59E-05
φῦλον	7	5.59E-05
φονάω	7	5.59E-05
φαρισαῖος	7	5.59E-05
ὑφίστημι	7	5.59E-05
ὑφάπτω	7	5.59E-05
ὑπηρέτης	7	5.59E-05
ὑπερβάλλω	7	5.59E-05
ὑπέπειμι	7	5.59E-05
τύρος	7	5.59E-05
τραῦμα	7	5.59E-05
τετρακισχίλιοι	7	5.59E-05
τελέω	7	5.59E-05
ταμιεύω	7	5.59E-05
σωτήρ	7	5.59E-05
συρρέω	7	5.59E-05
συντρίβω	7	5.59E-05
συνεισπίπτω	7	5.59E-05
συγκλείω	7	5.59E-05
στράτων	7	5.59E-05
σπάνιος	7	5.59E-05
σιωπάω	7	5.59E-05
σιδών	7	5.59E-05
σέξτος	7	5.59E-05
σαλεύω	7	5.59E-05
ῥέω	7	5.59E-05
προφήτης	7	5.59E-05
προτροπή	7	5.59E-05
προσωτέρω	7	5.59E-05
προστρέχω	7	5.59E-05
προσκαθέζομαι	7	5.59E-05
προσηγορία	7	5.59E-05
προσαμάω	7	5.59E-05
προοράω	7	5.59E-05
προεῖδον	7	5.59E-05
πρόσθεν	7	5.59E-05
πορφύρα	7	5.59E-05
ποῖος	7	5.59E-05
πόθος	7	5.59E-05
πλατύνω	7	5.59E-05
πλάσσω	7	5.59E-05
πετρώδης	7	5.59E-05
περιτειχίζω	7	5.59E-05
περισώζω	7	5.59E-05
περιπίπτω	7	5.59E-05
πέτρη	7	5.59E-05
πέλλα	7	5.59E-05
πέλεκυς	7	5.59E-05
πατροκτόνος	7	5.59E-05
πατέω	7	5.59E-05
παρίημι	7	5.59E-05
παρατυγχάνω	7	5.59E-05
παρατίθημι	7	5.59E-05
παράλιος	7	5.59E-05
παράδοξος	7	5.59E-05
οὐδέτερος	7	5.59E-05
οὐδέπω	7	5.59E-05
ὁσημέραι	7	5.59E-05
ὀκτακόσιοι	7	5.59E-05
νῶτον	7	5.59E-05
νεότης	7	5.59E-05
ναῦς	7	5.59E-05
μύσιος	7	5.59E-05
μισθός	7	5.59E-05
μιθριδάτης	7	5.59E-05
μηκύνω	7	5.59E-05
μέτειμι	7	5.59E-05
μακράν	7	5.59E-05
λυχνία	7	5.59E-05
λοιδορία	7	5.59E-05
λιμήν	7	5.59E-05
λιθόβολος	7	5.59E-05
λιβύη	7	5.59E-05
λῃστεία	7	5.59E-05
λαιός	7	5.59E-05
κῦμα	7	5.59E-05
κύων	7	5.59E-05
κύπρος	7	5.59E-05
κοινωνέω	7	5.59E-05
κοινῇ	7	5.59E-05
κόιλος	7	5.59E-05
κηδεμών	7	5.59E-05
κατατίθημι	7	5.59E-05
καταπίμπρημι	7	5.59E-05
κατακούω	7	5.59E-05
κατακλείω	7	5.59E-05
ἰάκωβος	7	5.59E-05
ἴσως	7	5.59E-05
θώραξ	7	5.59E-05
θῦμα	7	5.59E-05
θέρος	7	5.59E-05
ἡλίκος	7	5.59E-05
ἦ	7	5.59E-05
εὐμαρής	7	5.59E-05
εἱρκτή	7	5.59E-05
εἰκών	7	5.59E-05
ἑκούσιος	7	5.59E-05
ἕκτος	7	5.59E-05
ἐρρωμένος	7	5.59E-05
ἐρευνάω	7	5.59E-05
ἐπιμελής	7	5.59E-05
ἐπιβολή	7	5.59E-05
ἐπεῖδον	7	5.59E-05
ἐπανέρχομαι	7	5.59E-05
ἐπανάστασις	7	5.59E-05
ἐπαγείρω	7	5.59E-05
ἐξετάζω	7	5.59E-05
ἐξαιρετός	7	5.59E-05
ἐντέλλω	7	5.59E-05
ἐννοέω	7	5.59E-05
ἐνεδρεύω	7	5.59E-05
ἐμβολάς	7	5.59E-05
ἐλευθερόω	7	5.59E-05
ἐκφεύγω	7	5.59E-05
ἐκκλησία	7	5.59E-05
ἐκθύω	7	5.59E-05
ἔπαλξις	7	5.59E-05
ἔμπροσθεν	7	5.59E-05
ἔγκειμαι	7	5.59E-05
δομάω	7	5.59E-05
δόγμα	7	5.59E-05
δικαστήριον	7	5.59E-05
διδάσκω	7	5.59E-05
διαφαίνω	7	5.59E-05
διατρίβω	7	5.59E-05
διατάσσω	7	5.59E-05
διαστασιάζω	7	5.59E-05
διαλλαγή	7	5.59E-05
διάθεσις	7	5.59E-05
δῆθεν	7	5.59E-05
δεκαδάρχης	7	5.59E-05
δαίμων	7	5.59E-05
γυμνόω	7	5.59E-05
γειτνιάω	7	5.59E-05
γαλάται	7	5.59E-05
βραδύνω	7	5.59E-05
βαβυλώνιοι	7	5.59E-05
αἰών	7	5.59E-05
αἰχμαλωσία	7	5.59E-05
ἁγνεία	7	5.59E-05
ἀφανής	7	5.59E-05
ἀσπάζομαι	7	5.59E-05
ἀράομαι	7	5.59E-05
ἀπορέω	7	5.59E-05
ἀποδημία	7	5.59E-05
ἀπελαύνω	7	5.59E-05
ἀνθίστημι	7	5.59E-05
ἀναπηδάω	7	5.59E-05
ἀναμιμνήσκω	7	5.59E-05
ἀναλίσκω	7	5.59E-05
ἀναγιγνώσκω	7	5.59E-05
ἀνάπτω	7	5.59E-05
ἀμείβω	7	5.59E-05
ἀλλάσσω	7	5.59E-05
ἀθυμέω	7	5.59E-05
ἀθάνατος	7	5.59E-05
ἀδύνατος	7	5.59E-05
ἀγγελία	7	5.59E-05
ἄχρηστος	7	5.59E-05
ἄρτι	7	5.59E-05
ἄνοια	7	5.59E-05
χορηγία	6	4.79E-05
χαράκωμα	6	4.79E-05
φυγαδεύω	6	4.79E-05
φύρω	6	4.79E-05
φρίσσω	6	4.79E-05
φονικός	6	4.79E-05
φιλοφρονέομαι	6	4.79E-05
φιλονεικία	6	4.79E-05
φιλότιμος	6	4.79E-05
φιλελεύθερος	6	4.79E-05
φαῦλος	6	4.79E-05
ὑψόω	6	4.79E-05
ὑφοράω	6	4.79E-05
ὑστερέω	6	4.79E-05
ὑποπίπτω	6	4.79E-05
ὑποδέχομαι	6	4.79E-05
ὑπόδειγμα	6	4.79E-05
ὑπερτίθημι	6	4.79E-05
ὑπαντιάω	6	4.79E-05
ταφεύς	6	4.79E-05
ταπεινόω	6	4.79E-05
τάχιστος	6	4.79E-05
τάφρος	6	4.79E-05
σωτήριος	6	4.79E-05
σχεδία	6	4.79E-05
σφενδονήτης	6	4.79E-05
συστρατιώτης	6	4.79E-05
συνήδομαι	6	4.79E-05
συναριθμέω	6	4.79E-05
συμπλοκή	6	4.79E-05
συγκαλέω	6	4.79E-05
σύντομος	6	4.79E-05
σύνοδος	6	4.79E-05
σύνθημα	6	4.79E-05
σταυρός	6	4.79E-05
σταθμόν	6	4.79E-05
σπάνις	6	4.79E-05
σκεῦος	6	4.79E-05
σιγάω	6	4.79E-05
ῥήγνυμι	6	4.79E-05
ῥεῦμα	6	4.79E-05
ῥέπω	6	4.79E-05
προυσσω	6	4.79E-05
προτρέπω	6	4.79E-05
προτίθημι	6	4.79E-05
προστυγχάνω	6	4.79E-05
προσποιέω	6	4.79E-05
προσιτός	6	4.79E-05
προνοέω	6	4.79E-05
προλοχίζω	6	4.79E-05
προγιγνώσκω	6	4.79E-05
προαισθάνομαι	6	4.79E-05
πορεύω	6	4.79E-05
πονηρία	6	4.79E-05
πολυτελέω	6	4.79E-05
ποινή	6	4.79E-05
ποικίλλω	6	4.79E-05
πληθύω	6	4.79E-05
πλατύς	6	4.79E-05
πλανάω	6	4.79E-05
πλάτος	6	4.79E-05
πλάγιον	6	4.79E-05
πιθανός	6	4.79E-05
πίνω	6	4.79E-05
πετρόβολος	6	4.79E-05
περιλάω	6	4.79E-05
περίοδος	6	4.79E-05
πεντεκαίδεκα	6	4.79E-05
παραχωρέω	6	4.79E-05
παραρρήγνυμι	6	4.79E-05
παρακελεύομαι	6	4.79E-05
παράλογος	6	4.79E-05
παντελής	6	4.79E-05
πάνεμος	6	4.79E-05
οὐδέποτε	6	4.79E-05
οἰκέω	6	4.79E-05
ὁμώνυμος	6	4.79E-05
ὀρφανός	6	4.79E-05
ὀργάς	6	4.79E-05
ὀπίσω	6	4.79E-05
ὄνειδος	6	4.79E-05
ὄγδοος	6	4.79E-05
νύσσω	6	4.79E-05
νουθετέω	6	4.79E-05
νικάνωρ	6	4.79E-05
νεάνισκος	6	4.79E-05
ναστός	6	4.79E-05
μηνυτής	6	4.79E-05
μήκιστος	6	4.79E-05
μεταμέλεια	6	4.79E-05
μετακινέω	6	4.79E-05
μανία	6	4.79E-05
λύπη	6	4.79E-05
λοχάω	6	4.79E-05
λογισμός	6	4.79E-05
λίαν	6	4.79E-05
ληίζομαι	6	4.79E-05
λειτουργία	6	4.79E-05
λαοφόρος	6	4.79E-05
λάφυρα	6	4.79E-05
κωκυτός	6	4.79E-05
κρυπτός	6	4.79E-05
κοπιάω	6	4.79E-05
κοινωνός	6	4.79E-05
κοινωνία	6	4.79E-05
κλῆρος	6	4.79E-05
κλέος	6	4.79E-05
κίων	6	4.79E-05
κατερείπω	6	4.79E-05
καταχράω	6	4.79E-05
κατασκέπτομαι	6	4.79E-05
καταράομαι	6	4.79E-05
καταπλήσσω	6	4.79E-05
καταπίνω	6	4.79E-05
καταπέτασμα	6	4.79E-05
καταπατέω	6	4.79E-05
κατακρίνω	6	4.79E-05
καταδρομή	6	4.79E-05
καρτερέω	6	4.79E-05
καραδοκέω	6	4.79E-05
καππαδοκία	6	4.79E-05
καθίζω	6	4.79E-05
θράσος	6	4.79E-05
θορυβέω	6	4.79E-05
θνητός	6	4.79E-05
ἥδομαι	6	4.79E-05
εὐδαίμων	6	4.79E-05
εὖ	6	4.79E-05
εὔλογος	6	4.79E-05
εὔθυμος	6	4.79E-05
εἰσφορά	6	4.79E-05
ἑστιάω	6	4.79E-05
ἑπτακόσιοι	6	4.79E-05
ἑορτάζω	6	4.79E-05
ἐπιβοηθέω	6	4.79E-05
ἐπιβάλλω	6	4.79E-05
ἐπίτηδες	6	4.79E-05
ἐπίκουρος	6	4.79E-05
ἐπήκοος	6	4.79E-05
ἐπαφίημι	6	4.79E-05
ἐξωθέω	6	4.79E-05
ἐξαρκέω	6	4.79E-05
ἐξαπατάω	6	4.79E-05
ἐξαιτέω	6	4.79E-05
ἐξαίρω	6	4.79E-05
ἐνθυμέομαι	6	4.79E-05
ἐνεργός	6	4.79E-05
ἐνεργέω	6	4.79E-05
ἐμποιέω	6	4.79E-05
ἐκχέω	6	4.79E-05
ἐκπολεμόω	6	4.79E-05
ἐκλείπω	6	4.79E-05
ἐγκαταλείπω	6	4.79E-05
ἐγγύς	6	4.79E-05
ἔρος	6	4.79E-05
ἔργνυμι	6	4.79E-05
ἔνστασις	6	4.79E-05
δωρίς	6	4.79E-05
δυσωπέω	6	4.79E-05
δυσθανατάω	6	4.79E-05
δρόμος	6	4.79E-05
δόμησις	6	4.79E-05
διῶρυξ	6	4.79E-05
διέρχομαι	6	4.79E-05
διαρρήγνυμι	6	4.79E-05
διακαρτερέω	6	4.79E-05
διάγω	6	4.79E-05
δημόσιος	6	4.79E-05
δεσμός	6	4.79E-05
δέσμη	6	4.79E-05
γορπιαῖος	6	4.79E-05
γλαφύρα	6	4.79E-05
γηθέω	6	4.79E-05
γέρας	6	4.79E-05
γάζα	6	4.79E-05
βραβεύω	6	4.79E-05
βολή	6	4.79E-05
βλάβος	6	4.79E-05
βίβλος	6	4.79E-05
βίαιος	6	4.79E-05
βαλανεῖον	6	4.79E-05
αὐξάνω	6	4.79E-05
αὔτανδρος	6	4.79E-05
αἰσχύνη	6	4.79E-05
ἀφόρητος	6	4.79E-05
ἀσσύριοι	6	4.79E-05
ἀσκέω	6	4.79E-05
ἀσκάλων	6	4.79E-05
ἀρχιλῃστής	6	4.79E-05
ἀρτεμίσιον	6	4.79E-05
ἀρμένιος	6	4.79E-05
ἀργύριον	6	4.79E-05
ἀποτίθημι	6	4.79E-05
ἀπόκειμαι	6	4.79E-05
ἀπιστία	6	4.79E-05
ἀπειθέω	6	4.79E-05
ἀπέχθεια	6	4.79E-05
ἀπατάω	6	4.79E-05
ἀπαράσσω	6	4.79E-05
ἀπαντάω	6	4.79E-05
ἀόρατος	6	4.79E-05
ἀνυπόστατος	6	4.79E-05
ἀντιτάσσω	6	4.79E-05
ἀντιπατρίς	6	4.79E-05
ἀντιπαρατάσσομαι	6	4.79E-05
ἀναύω	6	4.79E-05
ἀνατολικός	6	4.79E-05
ἀναπληρόω	6	4.79E-05
ἀνακτίζω	6	4.79E-05
ἀνακομίζω	6	4.79E-05
ἀναιμωτί	6	4.79E-05
ἀμοιβή	6	4.79E-05
ἀκαταιτίατος	6	4.79E-05
ἀθρέω	6	4.79E-05
ἀετός	6	4.79E-05
ἀγεννής	6	4.79E-05
ἄτονος	6	4.79E-05
ἄπιστος	6	4.79E-05
ἄνεμος	6	4.79E-05
ἄμετρος	6	4.79E-05
ἄλκιμος	6	4.79E-05
ὠφελέω	5	3.99E-05
ψηφίζομαι	5	3.99E-05
ψαύω	5	3.99E-05
χρῄζω	5	3.99E-05
χόω	5	3.99E-05
χειροποίητος	5	3.99E-05
χειμερίζω	5	3.99E-05
χαλκίς	5	3.99E-05
χάλκεος	5	3.99E-05
φύω	5	3.99E-05
φρούραρχος	5	3.99E-05
φρικώδης	5	3.99E-05
φρενοβλάβεια	5	3.99E-05
φορολογέω	5	3.99E-05
φοινίκη	5	3.99E-05
φοῖνιξ	5	3.99E-05
φιλοφρόνησις	5	3.99E-05
φιλοτιμέομαι	5	3.99E-05
ὑποχώρησις	5	3.99E-05
ὑποχείριος	5	3.99E-05
ὑπορρέω	5	3.99E-05
ὑποπτήσσω	5	3.99E-05
ὑποζύγιον	5	3.99E-05
ὑπεροχή	5	3.99E-05
ὑπερήφανος	5	3.99E-05
ὑπαντιάζω	5	3.99E-05
ὕπερθεν	5	3.99E-05
τρίβω	5	3.99E-05
τίρων	5	3.99E-05
τέλειος	5	3.99E-05
ταπεινότης	5	3.99E-05
συντίθημι	5	3.99E-05
συντηρέω	5	3.99E-05
συνταράσσω	5	3.99E-05
συνθέω	5	3.99E-05
συνετός	5	3.99E-05
συνειλέω	5	3.99E-05
συνασπίζω	5	3.99E-05
συναρμόζω	5	3.99E-05
συναγωνίζομαι	5	3.99E-05
συμπατέω	5	3.99E-05
συμμαχικός	5	3.99E-05
συμβουλία	5	3.99E-05
συλλογή	5	3.99E-05
συγκομιδή	5	3.99E-05
συγγιγνώσκω	5	3.99E-05
στρέφω	5	3.99E-05
σπονδή	5	3.99E-05
σκιά	5	3.99E-05
σκέψις	5	3.99E-05
σκέπη	5	3.99E-05
σίλβη	5	3.99E-05
σατράπης	5	3.99E-05
σάρξ	5	3.99E-05
ῥώμη	5	3.99E-05
ῥοῖζος	5	3.99E-05
πτοέω	5	3.99E-05
προστάτης	5	3.99E-05
προσκρούω	5	3.99E-05
προσίημι	5	3.99E-05
προσεχής	5	3.99E-05
προμηθής	5	3.99E-05
προκομίζω	5	3.99E-05
προανέχω	5	3.99E-05
προαίρεσις	5	3.99E-05
προάστειον	5	3.99E-05
πονέω	5	3.99E-05
πονέομαι	5	3.99E-05
πολεμιστής	5	3.99E-05
πνεῦμα	5	3.99E-05
πλημμελέω	5	3.99E-05
πιστόω	5	3.99E-05
πηγάς	5	3.99E-05
περιχέω	5	3.99E-05
περιτείχισμα	5	3.99E-05
περιουσία	5	3.99E-05
περιλείπομαι	5	3.99E-05
περικόπτω	5	3.99E-05
περιελαύνω	5	3.99E-05
περίοικος	5	3.99E-05
περεῖμι	5	3.99E-05
πειθαρχέω	5	3.99E-05
πέρα	5	3.99E-05
παρέζομαι	5	3.99E-05
παράγω	5	3.99E-05
παντοδαπός	5	3.99E-05
πανουργία	5	3.99E-05
οὐδαμόθεν	5	3.99E-05
οἴκημα	5	3.99E-05
ὁτιοῦν	5	3.99E-05
ὁρμητήριον	5	3.99E-05
ὁμιλέω	5	3.99E-05
ὅρμος	5	3.99E-05
ὀρρωδέω	5	3.99E-05
ὀρέγω	5	3.99E-05
ὀκτωκαίδεκα	5	3.99E-05
ὀδυρμός	5	3.99E-05
ὀδυνάω	5	3.99E-05
ὄρθιος	5	3.99E-05
ὄνειρος	5	3.99E-05
νῆσος	5	3.99E-05
μηδέποτε	5	3.99E-05
μήνυσις	5	3.99E-05
μετέρχομαι	5	3.99E-05
μετατίθημι	5	3.99E-05
μεταπείθω	5	3.99E-05
μέλη	5	3.99E-05
μαχαιρεύς	5	3.99E-05
μαστιγόω	5	3.99E-05
μάστιξ	5	3.99E-05
μάρμαρον	5	3.99E-05
μάλχος	5	3.99E-05
λυσσάω	5	3.99E-05
λυσιτελής	5	3.99E-05
λυσανίας	5	3.99E-05
λοιδορέω	5	3.99E-05
λιμώσσω	5	3.99E-05
λίβανος	5	3.99E-05
ληιστός	5	3.99E-05
λειτουργέω	5	3.99E-05
κτίσις	5	3.99E-05
κρύπτω	5	3.99E-05
κράνος	5	3.99E-05
κοντός	5	3.99E-05
κολυμβήθρα	5	3.99E-05
κολακεύω	5	3.99E-05
κοιμάω	5	3.99E-05
κλαίω	5	3.99E-05
κέρας	5	3.99E-05
κατειρωνεύομαι	5	3.99E-05
κατέπειμι	5	3.99E-05
καταψεύδομαι	5	3.99E-05
κατασπάω	5	3.99E-05
κατασκεύασμα	5	3.99E-05
καταπονέω	5	3.99E-05
καταπλέω	5	3.99E-05
καταμανθάνω	5	3.99E-05
καταλήγω	5	3.99E-05
κατακρημνίζω	5	3.99E-05
κατακόπτω	5	3.99E-05
κατακαίω	5	3.99E-05
καταβοάω	5	3.99E-05
κατάσκοπος	5	3.99E-05
κατάπειμι	5	3.99E-05
κατάληψις	5	3.99E-05
κατάκριτος	5	3.99E-05
καρτερία	5	3.99E-05
κακοπραγία	5	3.99E-05
κακοπαθέω	5	3.99E-05
καθό	5	3.99E-05
καθιμάω	5	3.99E-05
καθαίρω	5	3.99E-05
καθάπαν	5	3.99E-05
κάτωθεν	5	3.99E-05
ἰδέα	5	3.99E-05
θωράκιον	5	3.99E-05
θλίβω	5	3.99E-05
θεωρία	5	3.99E-05
θεμιτός	5	3.99E-05
θέω	5	3.99E-05
θαρσαλέος	5	3.99E-05
θάρσος	5	3.99E-05
ἡδέως	5	3.99E-05
ἡγεμονεύω	5	3.99E-05
ἥμισυς	5	3.99E-05
ζεύς	5	3.99E-05
ζαχαρίας	5	3.99E-05
εὐτρεπίζω	5	3.99E-05
εὐτολμία	5	3.99E-05
εὐρυκλέης	5	3.99E-05
εὐκλεής	5	3.99E-05
εὐθηνία	5	3.99E-05
εὔνους	5	3.99E-05
εὔκλεια	5	3.99E-05
εἰσπράσσω	5	3.99E-05
εἰσπηδάω	5	3.99E-05
εἰσδέω	5	3.99E-05
ἑνόω	5	3.99E-05
ἑλένη	5	3.99E-05
ἑβραῖος	5	3.99E-05
ἕνδεκα	5	3.99E-05
ἐφοράω	5	3.99E-05
ἐφόδια	5	3.99E-05
ἐφικνέομαι	5	3.99E-05
ἐρέω	5	3.99E-05
ἐργασία	5	3.99E-05
ἐπιτειχίζω	5	3.99E-05
ἐπιτείνω	5	3.99E-05
ἐπιτάσσω	5	3.99E-05
ἐπιστήμη	5	3.99E-05
ἐπιπηδάω	5	3.99E-05
ἐπιδιαθήκη	5	3.99E-05
ἐπιβολεύς	5	3.99E-05
ἐπίφθονος	5	3.99E-05
ἐπίκλησις	5	3.99E-05
ἐξομολογέομαι	5	3.99E-05
ἐξίστημι	5	3.99E-05
ἐξαίσιος	5	3.99E-05
ἐξαγριόω	5	3.99E-05
ἐνενήκοντα	5	3.99E-05
ἐναντίον	5	3.99E-05
ἐμφαίνω	5	3.99E-05
ἐμπηδάω	5	3.99E-05
ἐμβοάω	5	3.99E-05
ἐκφαίνω	5	3.99E-05
ἐκσείω	5	3.99E-05
ἐκριπίζω	5	3.99E-05
ἐκπηδάω	5	3.99E-05
ἐκδιηγέομαι	5	3.99E-05
ἐκδίδωμι	5	3.99E-05
ἐκβοάω	5	3.99E-05
ἐγκρατής	5	3.99E-05
ἐγγυάω	5	3.99E-05
ἔται	5	3.99E-05
ἔμπειρος	5	3.99E-05
ἔγγονος	5	3.99E-05
δράσσομαι	5	3.99E-05
δοκιμάζω	5	3.99E-05
δόρυ	5	3.99E-05
δόκιμος	5	3.99E-05
διότι	5	3.99E-05
διόρθωσις	5	3.99E-05
δικάζω	5	3.99E-05
διαχέω	5	3.99E-05
διασκίδνημι	5	3.99E-05
διασείω	5	3.99E-05
διαπράσσω	5	3.99E-05
διανυκτερεύω	5	3.99E-05
διανύω	5	3.99E-05
διανίσταμαι	5	3.99E-05
διαζεύγνυμαι	5	3.99E-05
διαδίδωμι	5	3.99E-05
διάλυσις	5	3.99E-05
δίψος	5	3.99E-05
δηιόω	5	3.99E-05
δεσμέω	5	3.99E-05
δελεάζω	5	3.99E-05
δειλία	5	3.99E-05
δεῖπνον	5	3.99E-05
δέλεαρ	5	3.99E-05
δαιμονάω	5	3.99E-05
δαίσιος	5	3.99E-05
δάφνη	5	3.99E-05
γυμνάζω	5	3.99E-05
γόνιμος	5	3.99E-05
γλυκύς	5	3.99E-05
γείτων	5	3.99E-05
γαστήρ	5	3.99E-05
γαλατίη	5	3.99E-05
βύσσος	5	3.99E-05
βορέας	5	3.99E-05
βλάβη	5	3.99E-05
βαβυλώνιος	5	3.99E-05
αὐχήν	5	3.99E-05
αὐτονομία	5	3.99E-05
αὐτομολία	5	3.99E-05
αὐτεξούσιος	5	3.99E-05
αἰώνιος	5	3.99E-05
αἰφνίδιος	5	3.99E-05
ἁρμονία	5	3.99E-05
ἀσέβημα	5	3.99E-05
ἀποχωρέω	5	3.99E-05
ἀπορρίπτω	5	3.99E-05
ἀπελπίζω	5	3.99E-05
ἀπείρατος	5	3.99E-05
ἀοίκητος	5	3.99E-05
ἀνώμαλος	5	3.99E-05
ἀντιφιλονεικέω	5	3.99E-05
ἀνίσχω	5	3.99E-05
ἀνία	5	3.99E-05
ἀνθηδών	5	3.99E-05
ἀνείλω	5	3.99E-05
ἀνδραποδίζω	5	3.99E-05
ἀνατρέχω	5	3.99E-05
ἀνασπάω	5	3.99E-05
ἀναρρήγνυμι	5	3.99E-05
ἀναρπάζω	5	3.99E-05
ἀνανδρία	5	3.99E-05
ἀναμίγνυμι	5	3.99E-05
ἀναίδεια	5	3.99E-05
ἀναδίδωμι	5	3.99E-05
ἀναδέχομαι	5	3.99E-05
ἀναγράφω	5	3.99E-05
ἀνάπαυσις	5	3.99E-05
ἀνάνιος	5	3.99E-05
ἀκρώρεια	5	3.99E-05
ἀκοντιστής	5	3.99E-05
ἀθανασία	5	3.99E-05
ἀδελφιδέος	5	3.99E-05
ἄσκεπτος	5	3.99E-05
ἄσιος	5	3.99E-05
ἄκων	5	3.99E-05
ἄκρατος	5	3.99E-05
ἄκαρπος	5	3.99E-05
ἄβατος	5	3.99E-05
ὠκύς	4	3.19E-05
ὠθέω	4	3.19E-05
ψῆφος	4	3.19E-05
ψήφινος	4	3.19E-05
ψεῦδος	4	3.19E-05
ψάμμος	4	3.19E-05
χρηστός	4	3.19E-05
χρηματίζω	4	3.19E-05
χρέος	4	3.19E-05
χορηγός	4	3.19E-05
χλεύη	4	3.19E-05
χειμάζω	4	3.19E-05
χαράδρα	4	3.19E-05
φρικτός	4	3.19E-05
φοινικών	4	3.19E-05
φλεγμαίνω	4	3.19E-05
φιμόω	4	3.19E-05
φιλονεικέω	4	3.19E-05
φιλάνθρωπος	4	3.19E-05
φιάλη	4	3.19E-05
φάος	4	3.19E-05
ὑποφεύγω	4	3.19E-05
ὑποστροφή	4	3.19E-05
ὑποδοχή	4	3.19E-05
ὑπόκειμαι	4	3.19E-05
ὑπεροράω	4	3.19E-05
ὑμνέω	4	3.19E-05
ὑάκινθος	4	3.19E-05
ὕπειμι	4	3.19E-05
ὕπαιθρος	4	3.19E-05
τριβή	4	3.19E-05
τρίς	4	3.19E-05
τρέμω	4	3.19E-05
τραχωνῖται	4	3.19E-05
τραχών	4	3.19E-05
τραχύς	4	3.19E-05
τονόω	4	3.19E-05
τιμωρός	4	3.19E-05
τιγράνης	4	3.19E-05
τέρμα	4	3.19E-05
τέκτων	4	3.19E-05
τέγη	4	3.19E-05
ταφή	4	3.19E-05
ταυτός	4	3.19E-05
τάφος	4	3.19E-05
σωφρονίζω	4	3.19E-05
σφενδονάω	4	3.19E-05
συστάδην	4	3.19E-05
