Label,verbs,articles,nouns,pronouns,adjectives,prepositions,particles,conjunctions,unknowns,adverbs,propers,interjections
A4563,0.1621621622,0.1891891892,0.1351351351,0.1081081081,0.0810810811,0.0540540541,0.0810810811,0.0810810811,0.027027027,0.0810810811,0,0
A4564,0.3636363636,0.0909090909,0,0.1818181818,0.0909090909,0,0.1818181818,0,0.0909090909,0,0,0
A4565,0.1935483871,0.1935483871,0.3870967742,0.0322580645,0,0.0322580645,0.064516129,0.0967741936,0,0,0,0
A4566,0.25,0.0625,0.1875,0.125,0,0,0.0625,0.0625,0,0.25,0,0
A4567,0.1,0.2,0.2,0.1,0.1,0,0.1,0.1,0,0.1,0,0
A4568,0.125,0.25,0,0.25,0.25,0,0.125,0,0,0,0,0
A4569,0.1111111111,0.0740740741,0.2592592593,0.037037037,0.037037037,0.1111111111,0.1481481481,0,0.1851851852,0,0.037037037,0
A4570,0.1612903226,0.1290322581,0.2258064516,0.064516129,0.0967741936,0.0967741936,0.0967741936,0.0967741936,0,0.0322580645,0,0
A4571,0.0714285714,0.1428571429,0.2142857143,0.0714285714,0.2142857143,0,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0,0
A4572,0.125,0.1875,0.25,0,0.1875,0,0.1875,0.0625,0,0,0,0
A4573,0.2272727273,0.0909090909,0.2272727273,0.0454545455,0.2272727273,0.0909090909,0.0454545455,0,0,0.0454545455,0,0
A4574,0.125,0,0.25,0.125,0.125,0.125,0.125,0.125,0,0,0,0
A4575,0.12,0.24,0.04,0.12,0.24,0.08,0.08,0,0.08,0,0,0
A4576,0.25,0,0.25,0,0.125,0.125,0.125,0.125,0,0,0,0
A4577,0.125,0.25,0.25,0,0.125,0,0.125,0.125,0,0,0,0
A4578,0.2307692308,0.1538461538,0.2307692308,0,0.1538461538,0.0769230769,0.0769230769,0.0769230769,0,0,0,0
A4579,0.25,0.1666666667,0.1666666667,0,0.1666666667,0.1666666667,0.0833333333,0,0,0,0,0
A4580,0.2,0.1428571429,0.2285714286,0.0857142857,0.0857142857,0.1428571429,0.0571428571,0.0285714286,0,0.0285714286,0,0
A4581,0.1666666667,0.1666666667,0.3333333333,0,0.1666666667,0,0.1666666667,0,0,0,0,0
A4582,0.25,0,0.125,0,0.375,0,0.125,0.125,0,0,0,0
A4583,0.1,0,0.3,0.1,0.4,0,0,0,0,0.1,0,0
A4584,0.25,0.125,0.25,0,0,0.125,0.125,0,0,0.125,0,0
A4585,0.2222222222,0.1111111111,0.2777777778,0.0555555556,0.1666666667,0.1666666667,0,0,0,0,0,0
A4586,0.4,0,0,0.2,0,0,0.2,0,0,0.2,0,0
A4587,0.1666666667,0.1,0.2333333333,0.0333333333,0.1,0.1333333333,0.2,0.0333333333,0,0,0,0
A4588,0.2222222222,0.1111111111,0.3333333333,0,0.1111111111,0.1111111111,0.1111111111,0,0,0,0,0
A4589,0.1538461538,0.0769230769,0.3076923077,0.0769230769,0.1538461538,0,0.0769230769,0.1538461538,0,0,0,0
A4590,0.25,0.25,0.2,0.05,0.05,0,0.05,0.1,0.05,0,0,0
A4591,0.4,0,0,0,0,0,0.2,0.2,0,0.2,0,0
A4592,0.2903225806,0.1290322581,0.2903225806,0.0967741936,0.0322580645,0.0322580645,0.0322580645,0.064516129,0,0.0322580645,0,0
A4593,0.3333333333,0,0.1666666667,0.1666666667,0,0,0.1666666667,0,0,0.1666666667,0,0
A4594,0.25,0.25,0.125,0,0.25,0,0.125,0,0,0,0,0
A4595,0.2307692308,0,0.2307692308,0.0769230769,0.3076923077,0,0.0769230769,0.0769230769,0,0,0,0
A4596,0.1538461538,0.1538461538,0.3076923077,0.1538461538,0.0769230769,0,0.0769230769,0.0769230769,0,0,0,0
A4597,0.25,0.25,0.0833333333,0.0833333333,0.0833333333,0.0833333333,0.0833333333,0,0.0833333333,0,0,0
A4598,0.1153846154,0.1153846154,0.1923076923,0.0384615385,0.1538461538,0.1923076923,0.0769230769,0.0384615385,0.0384615385,0.0384615385,0,0
A4599,0.1428571429,0.1428571429,0.1428571429,0.1428571429,0,0.1428571429,0.1428571429,0.1428571429,0,0,0,0
A4600,0.1860465116,0.2790697674,0.2093023256,0.0465116279,0.023255814,0.1162790698,0.0697674419,0.0465116279,0,0.023255814,0,0
A4601,0.15,0.2,0.25,0,0.15,0.05,0.1,0.1,0,0,0,0
A4602,0.0909090909,0.0909090909,0.1818181818,0.0909090909,0.1818181818,0,0.0909090909,0.1818181818,0.0909090909,0,0,0
A4603,0.0434782609,0.0869565217,0.3043478261,0.0434782609,0.0869565217,0.0869565217,0.0434782609,0.1739130435,0.0434782609,0.0869565217,0,0
A4604,0.119047619,0.0952380952,0.1904761905,0.0714285714,0.2142857143,0.0714285714,0.119047619,0.0714285714,0,0.0476190476,0,0
A4605,0.1081081081,0.1621621622,0.2702702703,0.027027027,0.1351351351,0.1351351351,0.027027027,0.0810810811,0.027027027,0.027027027,0,0
A4606,0.1666666667,0.0833333333,0.1666666667,0.1666666667,0.1666666667,0.0833333333,0.1666666667,0,0,0,0,0
A4607,0.0769230769,0.3076923077,0.3076923077,0.0769230769,0.1538461538,0.0769230769,0,0,0,0,0,0
A4608,0.2857142857,0.1428571429,0.1428571429,0.1428571429,0,0.1428571429,0.1428571429,0,0,0,0,0
A4609,0.1428571429,0.0714285714,0.2857142857,0,0.1428571429,0,0.1428571429,0.0714285714,0,0.1428571429,0,0
A4610,0.1111111111,0.1111111111,0.1666666667,0.1111111111,0.1666666667,0.1111111111,0.1111111111,0,0,0.1111111111,0,0
A4611,0.0666666667,0.0666666667,0.2,0.0666666667,0.2666666667,0.0666666667,0.2,0,0,0.0666666667,0,0
A4612,0.0588235294,0.1176470588,0.0588235294,0,0.2352941176,0,0.2352941176,0.0588235294,0.1764705882,0.0588235294,0,0
A4613,0.0833333333,0.1666666667,0.25,0.0833333333,0.1666666667,0.1666666667,0.0833333333,0,0,0,0,0
A4614,0.052631579,0.2105263158,0.2631578947,0.052631579,0.2105263158,0.1578947368,0,0,0,0.052631579,0,0
A4615,0,0.0769230769,0.2307692308,0,0.3846153846,0.0769230769,0.0769230769,0.1538461538,0,0,0,0
A4616,0.1764705882,0.1764705882,0.1176470588,0.1176470588,0.1176470588,0.0588235294,0.0588235294,0.0588235294,0.0588235294,0.0588235294,0,0
A4617,0.0769230769,0.0769230769,0.2307692308,0,0.3076923077,0.1538461538,0.0769230769,0.0769230769,0,0,0,0
A4618,0.125,0.0625,0.375,0,0.0625,0.125,0,0.125,0.125,0,0,0
A4619,0.1578947368,0.1578947368,0.2105263158,0.052631579,0.1578947368,0.1052631579,0,0.1578947368,0,0,0,0
A4620,0.125,0.21875,0.21875,0.09375,0.0625,0.09375,0,0.0625,0.03125,0.09375,0,0
A4621,0.1842105263,0.1842105263,0.1842105263,0.0263157895,0.1315789474,0.1052631579,0.1315789474,0,0.0263157895,0,0.0263157895,0
A4622,0.2,0,0.2,0.2,0,0,0.2,0,0,0.2,0,0
A4623,0.1818181818,0.0454545455,0.2272727273,0.0454545455,0.2727272727,0.0909090909,0,0.0909090909,0,0.0454545455,0,0
A4624,0.2307692308,0.1538461538,0.1538461538,0.1538461538,0.1538461538,0.0769230769,0,0.0769230769,0,0,0,0
A4625,0.1176470588,0.1176470588,0.1764705882,0.0588235294,0.1176470588,0,0.1176470588,0.1764705882,0,0.1176470588,0,0
A4626,0.2258064516,0.1290322581,0.1612903226,0.064516129,0.1935483871,0.0967741936,0.064516129,0.0322580645,0,0.0322580645,0,0
A4627,0.1666666667,0.1666666667,0.1666666667,0.0833333333,0.1666666667,0.0833333333,0,0.0833333333,0,0.0833333333,0,0
A4628,0.125,0.125,0.1875,0.0625,0.1875,0,0.1875,0.0625,0,0.0625,0,0
A4629,0.125,0,0.375,0.125,0,0.125,0.125,0,0.125,0,0,0
A4630,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0,0,0,0,0
A4631,0.1481481481,0.1975308642,0.2345679012,0.0493827161,0.0617283951,0.0864197531,0.0617283951,0.1111111111,0.024691358,0.012345679,0.012345679,0
A4632,0.1739130435,0.1739130435,0,0,0.2173913043,0.1304347826,0.0869565217,0.0434782609,0.0434782609,0.0434782609,0.0869565217,0
A4633,0.052631579,0.2105263158,0.1578947368,0.052631579,0.1052631579,0.1052631579,0.052631579,0.1052631579,0,0.1052631579,0.052631579,0
A4634,0.12,0.28,0.28,0.04,0.04,0.08,0.04,0.08,0.04,0,0,0
A4635,0.1403508772,0.1052631579,0.2280701754,0.052631579,0.1228070175,0.0701754386,0.052631579,0.1578947368,0.0350877193,0.0175438597,0.0175438597,0
A4636,0.3076923077,0.0769230769,0.0769230769,0.0769230769,0,0.0769230769,0.2307692308,0.1538461538,0,0,0,0
A4637,0.125,0.25,0.25,0.125,0,0,0.25,0,0,0,0,0
A4638,0.1739130435,0.1739130435,0.0434782609,0.0434782609,0.2173913043,0.0434782609,0.1304347826,0.0434782609,0.0869565217,0.0434782609,0,0
A4639,0.1818181818,0.1818181818,0.2272727273,0.0454545455,0,0.0909090909,0.0909090909,0.1363636364,0,0.0454545455,0,0
A4640,0.1923076923,0.1538461538,0.1153846154,0.1153846154,0.1923076923,0.0769230769,0.0384615385,0.0384615385,0.0769230769,0,0,0
A4641,0.1142857143,0.2571428571,0.2285714286,0.0571428571,0.0571428571,0.1142857143,0.0285714286,0.1142857143,0,0.0285714286,0,0
A4642,0.1481481481,0.2592592593,0.2592592593,0.037037037,0.037037037,0.0740740741,0.037037037,0.1111111111,0,0.037037037,0,0
A4643,0.1818181818,0.1818181818,0.1818181818,0,0.1818181818,0.0909090909,0.0909090909,0,0,0.0909090909,0,0
A4644,0.1746031746,0.1587301587,0.2222222222,0.0317460318,0.0952380952,0.0634920635,0.0793650794,0.126984127,0,0.0476190476,0,0
A4645,0.2424242424,0.1212121212,0.2121212121,0.1515151515,0.0303030303,0.0606060606,0.0909090909,0.0606060606,0.0303030303,0,0,0
A4646,0.2359550562,0.0674157303,0.0898876405,0.1123595506,0.1460674157,0.0449438202,0.1011235955,0.1348314607,0,0.0561797753,0,0.0112359551
A4647,0.2307692308,0.2153846154,0.1538461538,0.1230769231,0.0615384615,0.0615384615,0,0.0923076923,0.0153846154,0.0461538462,0,0
A4648,0.2962962963,0.1111111111,0.1111111111,0.1481481481,0.037037037,0.1481481481,0,0.0740740741,0,0.0740740741,0,0
A4649,0.1875,0.15625,0.25,0.0625,0.0625,0.125,0.03125,0.03125,0,0.09375,0,0
A4650,0.1111111111,0.1111111111,0.1111111111,0,0.3333333333,0,0.1111111111,0.1111111111,0,0.1111111111,0,0
A4651,0.1785714286,0.1785714286,0.1428571429,0.1071428571,0.1428571429,0.1071428571,0.0357142857,0.0714285714,0,0,0.0357142857,0
A4652,0.28,0,0.04,0.16,0.12,0.08,0.08,0.12,0,0.12,0,0
A4653,0.1842105263,0.1184210526,0.1578947368,0.1447368421,0.1315789474,0.1315789474,0.0394736842,0.0657894737,0.0131578947,0.0131578947,0,0
A4654,0.2307692308,0.0769230769,0.0769230769,0.3076923077,0.1538461538,0,0.0769230769,0.0769230769,0,0,0,0
A4655,0.1818181818,0.0909090909,0.1363636364,0.1363636364,0.0909090909,0.1363636364,0.0909090909,0.1363636364,0,0,0,0
A4656,0.1315789474,0.0789473684,0.1052631579,0.1052631579,0.2105263158,0.0789473684,0.1052631579,0.1315789474,0,0.052631579,0,0
A4657,0.2181818182,0.1272727273,0.1636363636,0.1636363636,0.0909090909,0.0545454546,0.0181818182,0.1272727273,0,0.0363636364,0,0
A4658,0.25,0.0625,0.125,0.15625,0.09375,0.0625,0.03125,0.09375,0.03125,0.0625,0.03125,0
A4659,0.1590909091,0.1363636364,0.0909090909,0.1590909091,0.1590909091,0.0681818182,0.1136363636,0.0227272727,0,0.0909090909,0,0
A4660,0.2580645161,0.1612903226,0.1935483871,0.064516129,0.0967741936,0.064516129,0,0.0967741936,0,0.064516129,0,0
A4661,0.2777777778,0.1111111111,0.1666666667,0,0.1666666667,0.1111111111,0.0555555556,0.1111111111,0,0,0,0
A4662,0.2195121951,0.1707317073,0.2195121951,0.0975609756,0.0365853659,0.0853658537,0.0731707317,0.0609756098,0.012195122,0.0243902439,0,0
A4663,0.0833333333,0.0833333333,0.1666666667,0,0.3333333333,0,0.0833333333,0.0833333333,0,0.0833333333,0.0833333333,0
A4664,0.3157894737,0.052631579,0,0.1578947368,0.1578947368,0,0.052631579,0.2105263158,0,0.052631579,0,0
A4665,0.25,0,0.125,0.125,0.0625,0.125,0.0625,0.125,0,0.125,0,0
A4666,0.2857142857,0.2380952381,0.0476190476,0.0952380952,0,0.0476190476,0.0476190476,0.0952380952,0,0.1428571429,0,0
A4667,0,0,0.5,0.5,0,0,0,0,0,0,0,0
A4668,0.1290322581,0.0967741936,0.2258064516,0.064516129,0.1290322581,0.064516129,0.1612903226,0.0967741936,0,0,0.0322580645,0
A4669,0.1162790698,0.1162790698,0.2325581395,0.023255814,0.1162790698,0.1162790698,0.0697674419,0.0930232558,0,0.0930232558,0.023255814,0
A4670,0.1594202899,0.1739130435,0.2173913043,0.1014492754,0.0869565217,0.115942029,0.0289855073,0.0869565217,0.0144927536,0.0144927536,0,0
A4671,0.1290322581,0.1612903226,0.1290322581,0.1290322581,0.1290322581,0.0967741936,0.0322580645,0.1612903226,0,0.0322580645,0,0
A4672,0.1571428571,0.2,0.2,0.1,0.1,0.0714285714,0.0428571429,0.1,0,0.0142857143,0.0142857143,0
A4673,0.2096774194,0.1612903226,0.1612903226,0.0806451613,0.1370967742,0.0564516129,0.0483870968,0.1048387097,0.0080645161,0.0241935484,0.0080645161,0
A4674,0.2,0.2,0.2,0.2,0,0.1,0.1,0,0,0,0,0
A4675,0.2083333333,0.1666666667,0.3333333333,0.0416666667,0,0.0833333333,0.0416666667,0.0416666667,0,0.0833333333,0,0
A4676,0.2058823529,0.1176470588,0.1764705882,0.0882352941,0.0588235294,0.0294117647,0.0882352941,0.1176470588,0,0.1176470588,0,0
A4677,0.1290322581,0.1935483871,0.2580645161,0.0322580645,0.1290322581,0.0322580645,0.064516129,0.064516129,0,0.0967741936,0,0
A4678,0.1666666667,0.1666666667,0.1666666667,0.0952380952,0.0952380952,0.0476190476,0.0714285714,0.1428571429,0,0.0238095238,0.0238095238,0
A4679,0.1666666667,0.0833333333,0.2666666667,0.0166666667,0.1666666667,0.05,0.1166666667,0.0833333333,0,0.0333333333,0.0166666667,0
A4680,0.2,0.05,0.3,0,0.25,0.1,0.05,0,0,0.05,0,0
A4681,0.1951219512,0.1951219512,0.243902439,0.0731707317,0.0731707317,0.1219512195,0.0243902439,0.0487804878,0,0.0243902439,0,0
A4682,0.2413793103,0.1034482759,0.2413793103,0.0689655172,0.1379310345,0.0344827586,0.0689655172,0.1034482759,0,0,0,0
A4683,0.2,0.0888888889,0.1777777778,0.1111111111,0.1555555556,0.1111111111,0.0444444444,0.1111111111,0,0,0,0
A4684,0.1538461538,0.1538461538,0.2307692308,0,0.1538461538,0.0769230769,0.0769230769,0.1538461538,0,0,0,0
A4685,0.0689655172,0.0344827586,0.3103448276,0.0689655172,0.1379310345,0.1379310345,0.1034482759,0.1379310345,0,0,0,0
A4686,0.2352941176,0.1176470588,0.1764705882,0.0588235294,0.1764705882,0.1176470588,0.0588235294,0.0588235294,0,0,0,0
A4687,0.1020408163,0.1632653061,0.1836734694,0.0612244898,0.1836734694,0.0408163265,0.0816326531,0.1224489796,0,0.0612244898,0,0
A4688,0.1282051282,0.1794871795,0.2564102564,0.0512820513,0.1538461538,0.0512820513,0.0256410256,0.1538461538,0,0,0,0
A4689,0.1481481481,0,0.2222222222,0.037037037,0.2962962963,0.1111111111,0.1111111111,0.037037037,0,0.037037037,0,0
A4690,0.25,0.1666666667,0.2916666667,0.0416666667,0.0416666667,0.0416666667,0.125,0,0,0.0416666667,0,0
A4691,0.1403508772,0.0877192983,0.2105263158,0.0877192983,0.0701754386,0.052631579,0.0701754386,0.1403508772,0.052631579,0.0701754386,0.0175438597,0
A4692,0.25,0.125,0.05,0.075,0.075,0.05,0.075,0.1,0.1,0.075,0.025,0
A4693,0.3,0.1,0.1,0,0,0.1,0.1,0,0.1,0.1,0.1,0
A4694,0.1923076923,0.1538461538,0.1538461538,0.1153846154,0,0.0769230769,0.0384615385,0.1538461538,0.0384615385,0.0384615385,0.0384615385,0
A4695,0.25,0.15,0.1,0.15,0.15,0,0.05,0.1,0,0.05,0,0
A4696,0.1363636364,0.2272727273,0.1818181818,0.0454545455,0.0909090909,0.0909090909,0,0.0454545455,0,0.0454545455,0.1363636364,0
A4697,0.2222222222,0.0555555556,0.2777777778,0.1111111111,0,0.0555555556,0.0555555556,0.0555555556,0.1666666667,0,0,0
A4698,0.1428571429,0.3571428571,0,0.0714285714,0.2142857143,0.0714285714,0.0714285714,0,0,0,0.0714285714,0
A4699,0.1875,0.25,0.1875,0,0.1875,0.125,0,0,0,0.0625,0,0
A4700,0.1304347826,0.2173913043,0.1304347826,0,0.1304347826,0.0434782609,0.0869565217,0.0869565217,0.0434782609,0,0.1304347826,0
A4701,0.3076923077,0.1538461538,0,0.0769230769,0.0769230769,0,0.0769230769,0.1538461538,0.0769230769,0.0769230769,0,0
A4702,0.1764705882,0.1176470588,0.1176470588,0.1764705882,0.1176470588,0.0588235294,0,0,0.1764705882,0.0588235294,0,0
A4703,0.3333333333,0,0,0,0,0,0.1666666667,0.1666666667,0,0.1666666667,0.1666666667,0
A4704,0.2857142857,0.1428571429,0.1428571429,0.1428571429,0,0,0,0,0.2857142857,0,0,0
A4705,0.1818181818,0.2121212121,0.1515151515,0.0606060606,0.1212121212,0.0606060606,0,0.0909090909,0,0.0606060606,0.0606060606,0
A4706,0.1818181818,0.2727272727,0.1818181818,0,0.0909090909,0.1818181818,0.0909090909,0,0,0,0,0
A4707,0.375,0.125,0.0416666667,0.0416666667,0.0416666667,0.0833333333,0.0833333333,0.0833333333,0.125,0,0,0
A4708,0.2352941176,0.2352941176,0.0588235294,0,0.1764705882,0.0588235294,0.0588235294,0.1176470588,0.0588235294,0,0,0
A4709,0.2173913043,0.1304347826,0.0434782609,0.1304347826,0.1304347826,0,0.0434782609,0.0869565217,0.1304347826,0.0434782609,0.0434782609,0
A4710,0.2,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0
A4711,0.1944444444,0.1666666667,0.1944444444,0.0555555556,0.0833333333,0.0555555556,0.0833333333,0.1111111111,0.0277777778,0.0277777778,0,0
A4712,0.1612903226,0.1612903226,0.0967741936,0.0322580645,0.1290322581,0.0322580645,0.0967741936,0.0967741936,0.0967741936,0,0.0967741936,0
A4713,0.3571428571,0.1428571429,0.0714285714,0.0714285714,0.1428571429,0,0.0714285714,0,0.0714285714,0.0714285714,0,0
A4714,0.2,0.15,0.25,0.05,0.1,0.05,0,0.2,0,0,0,0
A4715,0.125,0,0,0.125,0.375,0,0.125,0,0,0.25,0,0
A4716,0.2,0.2,0,0,0.3,0,0.1,0,0.2,0,0,0
A4717,0.0833333333,0.125,0.2083333333,0.0416666667,0.2083333333,0.0416666667,0.0833333333,0.1666666667,0,0.0416666667,0,0
A4718,0.1315789474,0.1315789474,0.052631579,0.0263157895,0.1578947368,0.1052631579,0.1052631579,0.052631579,0,0.1315789474,0.1052631579,0
A4719,0.1290322581,0.2258064516,0.1935483871,0.0322580645,0.1290322581,0.064516129,0.0967741936,0.0322580645,0,0.064516129,0.0322580645,0
A4720,0.2,0.08,0.04,0.16,0.08,0.04,0.08,0.08,0.08,0.08,0.08,0
A4721,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0,0.0833333333,0.1666666667,0,0.0833333333,0,0,0
A4722,0.1884057971,0.1449275362,0.1449275362,0.0869565217,0.1014492754,0.1014492754,0.0144927536,0.0434782609,0.0869565217,0.0434782609,0.0434782609,0
A4723,0.25,0.15,0.15,0.1,0.15,0.05,0.05,0.05,0.05,0,0,0
A4724,0.15,0.15,0.15,0.05,0.2,0.05,0.05,0.1,0,0,0.1,0
A4725,0.1612903226,0.1612903226,0.1612903226,0.0967741936,0.0967741936,0.0967741936,0.0322580645,0.064516129,0.0322580645,0.064516129,0.0322580645,0
A4726,0.2068965517,0.1034482759,0.0689655172,0.1034482759,0.1034482759,0.0689655172,0.0344827586,0.1034482759,0.1034482759,0,0.1034482759,0
A4727,0.2105263158,0.1315789474,0.1842105263,0.1315789474,0.0789473684,0.052631579,0.0789473684,0.0789473684,0.0263157895,0.0263157895,0,0
A4728,0.1315789474,0.1578947368,0.1052631579,0.1578947368,0.0789473684,0.0789473684,0.0263157895,0.0789473684,0.0789473684,0.0263157895,0.0789473684,0
A4729,0.125,0,0,0.125,0.125,0.25,0.25,0,0,0.125,0,0
A4730,0.1875,0.125,0.0625,0.0625,0.125,0.125,0.0625,0.125,0,0.0625,0.0625,0
A4731,0.1627906977,0.1395348837,0.1162790698,0.0930232558,0.1162790698,0.1395348837,0.023255814,0.0930232558,0.023255814,0.0465116279,0.0465116279,0
A4732,0.225,0.1,0.125,0.125,0.15,0.1,0.05,0.05,0,0.05,0.025,0
A4733,0.125,0.25,0.125,0.125,0,0.125,0.125,0,0,0,0.125,0
A4734,0.1724137931,0.1724137931,0.1724137931,0.1724137931,0.1034482759,0.0689655172,0.0344827586,0.1034482759,0,0,0,0
A4735,0.1111111111,0.1111111111,0.1851851852,0.0740740741,0.1111111111,0.0740740741,0.037037037,0,0.1111111111,0.1111111111,0.0740740741,0
A4736,0.125,0.25,0.125,0.125,0,0,0.125,0,0,0.125,0.125,0
A4737,0.1428571429,0.2142857143,0.2142857143,0,0,0.1428571429,0.0714285714,0.0714285714,0.0714285714,0,0.0714285714,0
A4738,0.1764705882,0.1176470588,0.1470588235,0.1176470588,0.1764705882,0.0588235294,0.0882352941,0.0294117647,0.0294117647,0.0588235294,0,0
A4739,0.2,0.1,0.2,0,0.1,0.1,0,0.2,0,0.1,0,0
A4740,0.1428571429,0.2,0.1714285714,0.0571428571,0.0571428571,0.0857142857,0.0285714286,0.0857142857,0.0285714286,0.0857142857,0.0571428571,0
A4741,0.2807017544,0.1052631579,0.1578947368,0.0701754386,0.052631579,0.1052631579,0.0350877193,0.0877192983,0.0175438597,0.0877192983,0,0
A4742,0.1818181818,0,0.1818181818,0,0.3636363636,0,0.0909090909,0.1818181818,0,0,0,0
A4743,0.25,0.125,0.125,0.125,0,0,0.125,0.125,0,0.125,0,0
A4744,0.25,0.1,0.1,0.15,0.2,0.05,0.05,0.1,0,0,0,0
A4745,0.1621621622,0.2702702703,0.1621621622,0.027027027,0.027027027,0,0.1351351351,0.0810810811,0.027027027,0.1081081081,0,0
A4746,0.1111111111,0.1111111111,0.2222222222,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0,0,0,0
A4747,0.0689655172,0.2068965517,0.2413793103,0.1034482759,0.0344827586,0.0862068966,0.0689655172,0.1206896552,0,0.0517241379,0.0172413793,0
A4748,0.3888888889,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.0555555556,0,0.0555555556,0,0.0555555556,0,0
A4749,0.2941176471,0.1764705882,0.1764705882,0.0588235294,0,0.1764705882,0.0588235294,0,0,0.0588235294,0,0
A4750,0.1904761905,0.1428571429,0.1428571429,0.1071428571,0.1071428571,0.0714285714,0.0952380952,0.0476190476,0,0.0833333333,0,0.0119047619
A4751,0.25,0.0625,0.0625,0.1875,0.1875,0.0625,0.125,0.0625,0,0,0,0
A4752,0.1851851852,0.1481481481,0.2222222222,0.037037037,0.1481481481,0.037037037,0.0740740741,0.1111111111,0,0,0.037037037,0
A4753,0.2105263158,0.1578947368,0.1578947368,0.2105263158,0,0.052631579,0.052631579,0.1052631579,0,0.052631579,0,0
A4754,0.15,0.2,0.2,0.1,0.05,0.05,0.05,0.1,0,0.1,0,0
A4755,0.1428571429,0,0.2142857143,0.0714285714,0.2142857143,0,0.2142857143,0.0714285714,0,0.0714285714,0,0
A4756,0.2,0.2,0.15,0.2,0.05,0,0.05,0.05,0,0.1,0,0
A4757,0.1538461538,0,0.0769230769,0.1538461538,0.1538461538,0.0769230769,0.0769230769,0.1538461538,0.0769230769,0.0769230769,0,0
A4758,0.3461538462,0.0769230769,0.0769230769,0.2692307692,0.0769230769,0.0384615385,0.0384615385,0,0,0.0769230769,0,0
A4759,0.1666666667,0.25,0.0833333333,0.0833333333,0.0416666667,0.0833333333,0.0416666667,0.125,0,0.0416666667,0.0833333333,0
A4760,0.0869565217,0.2173913043,0.2173913043,0.0217391304,0.152173913,0.0869565217,0.0652173913,0.1086956522,0.0217391304,0.0217391304,0,0
A4761,0.1764705882,0.1764705882,0.1176470588,0.1176470588,0.1176470588,0.0588235294,0.1176470588,0.1176470588,0,0,0,0
A4762,0.2692307692,0.1923076923,0.1153846154,0.1538461538,0.0769230769,0.0769230769,0.0384615385,0.0384615385,0,0.0384615385,0,0
A4763,0.2,0.1333333333,0.0666666667,0.0666666667,0.2,0,0.2,0.0666666667,0,0.0666666667,0,0
A4764,0.2068965517,0.2068965517,0.2068965517,0.1034482759,0.0689655172,0.0689655172,0.0689655172,0.0689655172,0,0,0,0
A4765,0.1212121212,0.1818181818,0.1818181818,0.1212121212,0.1212121212,0.0303030303,0.0606060606,0.1515151515,0,0,0.0303030303,0
A4766,0.1666666667,0.0833333333,0.3333333333,0,0.1666666667,0.1666666667,0.0833333333,0,0,0,0,0
A4767,0.3,0,0.3,0,0.2,0,0.1,0.1,0,0,0,0
A4768,0.2727272727,0.1818181818,0.1818181818,0.0909090909,0.0909090909,0.0909090909,0.0909090909,0,0,0,0,0
A4769,0.0714285714,0.1785714286,0.2142857143,0,0.1428571429,0.1071428571,0.0357142857,0.1428571429,0,0.1071428571,0,0
A4770,0.2040816327,0.1020408163,0.1836734694,0.1020408163,0.1224489796,0.0408163265,0.0816326531,0.0816326531,0,0.0612244898,0.0204081633,0
A4771,0.3,0.1,0.3,0,0,0,0.2,0.1,0,0,0,0
A4772,0.1842105263,0.1315789474,0.2631578947,0.052631579,0.052631579,0.1052631579,0.052631579,0.0789473684,0.0263157895,0.052631579,0,0
A4773,0.1304347826,0.1304347826,0.2173913043,0.0579710145,0.2173913043,0.0144927536,0.0724637681,0.1449275362,0,0.0144927536,0,0
A4774,0.1851851852,0.037037037,0.1111111111,0.1111111111,0.1851851852,0.037037037,0.1481481481,0.1111111111,0,0.0740740741,0,0
A4775,0.2258064516,0.0967741936,0.1290322581,0.064516129,0.1935483871,0,0.1612903226,0.064516129,0,0.0322580645,0.0322580645,0
A4776,0.1363636364,0.2272727273,0.3636363636,0.0909090909,0,0.0909090909,0.0454545455,0.0454545455,0,0,0,0
A4777,0.2608695652,0.0434782609,0.3043478261,0.1304347826,0.0434782609,0.1304347826,0,0.0869565217,0,0,0,0
A4778,0.0952380952,0,0.2380952381,0.0952380952,0.0952380952,0.0476190476,0.1428571429,0.0952380952,0.0952380952,0.0952380952,0,0
A4779,0.3333333333,0.1666666667,0.1666666667,0.1666666667,0,0.1666666667,0,0,0,0,0,0
A4780,0.1914893617,0.170212766,0.1276595745,0.0212765957,0.1276595745,0.085106383,0.085106383,0.1063829787,0.0212765957,0.0425531915,0.0212765957,0
A4781,0.2307692308,0.0769230769,0.0769230769,0.1538461538,0.1923076923,0.0769230769,0.1153846154,0.0769230769,0,0,0,0
A4782,0.1176470588,0.2352941176,0.0882352941,0.0294117647,0.2352941176,0.0294117647,0.0294117647,0.0882352941,0.0588235294,0.0588235294,0.0294117647,0
A4783,0.1333333333,0.1666666667,0.1333333333,0.1,0.1666666667,0.0333333333,0.1,0.0666666667,0,0,0.1,0
A4784,0.1983471074,0.1570247934,0.1487603306,0.0826446281,0.1074380165,0.0413223141,0.0495867769,0.0991735537,0.0247933884,0.0578512397,0.0330578512,0
