name,verbs,articles,nouns,pronouns,adjectives,prepositions,particles,conjunctions,unknowns,adverbs,propers,interjections
1-de_Bello_Judaico-1.1,0.1415929204,0.1415929204,0.1238938053,0.06194690265,0.1504424779,0.07079646018,0.07079646018,0.07079646018,0.05309734513,0.0796460177,0.03539823009,0
2-de_Bello_Judaico-1.4,0.1630434783,0.1304347826,0.1739130435,0.03260869565,0.1086956522,0.08695652174,0.1304347826,0.0652173913,0.03260869565,0.03260869565,0.04347826087,0
3-de_Bello_Judaico-1.6,0.1694915254,0.1016949153,0.08474576271,0.03389830508,0.1186440678,0.06779661017,0.08474576271,0.1694915254,0.03389830508,0.05084745763,0.08474576271,0
4-de_Bello_Judaico-1.7,0.2631578947,0.1052631579,0.1052631579,0.2105263158,0,0.1052631579,0.1052631579,0.05263157895,0,0.05263157895,0,0
5-de_Bello_Judaico-1.7,0.2857142857,0.1428571429,0,0,0,0,0.2142857143,0.07142857143,0.07142857143,0.1428571429,0.07142857143,0
6-de_Bello_Judaico-1.8,0.3636363636,0.09090909091,0,0,0.09090909091,0,0.1818181818,0,0,0.2727272727,0,0
7-de_Bello_Judaico-1.8,0.1935483871,0.2580645161,0.1612903226,0.06451612903,0.09677419355,0.03225806452,0,0.03225806452,0.06451612903,0.09677419355,0,0
8-de_Bello_Judaico-1.9,0.2,0.275,0.15,0.05,0.1,0.05,0.075,0.025,0.025,0.05,0,0
9-de_Bello_Judaico-1.10,0.1428571429,0.2142857143,0.2142857143,0.05357142857,0.1071428571,0.07142857143,0.05357142857,0.05357142857,0.01785714286,0.01785714286,0.05357142857,0
10-de_Bello_Judaico-1.11,0.1379310345,0.2413793103,0.1379310345,0.06896551724,0.2068965517,0.06896551724,0.03448275862,0.1034482759,0,0,0,0
11-de_Bello_Judaico-1.11,0.1818181818,0.09090909091,0.09090909091,0,0.1818181818,0.1363636364,0.1818181818,0.04545454545,0.04545454545,0.04545454545,0,0
12-de_Bello_Judaico-1.12,0.1538461538,0.1538461538,0.2307692308,0,0.07692307692,0.2307692308,0.07692307692,0,0,0,0.07692307692,0
13-de_Bello_Judaico-1.12,0.2,0,0.1,0.2,0.3,0,0,0.2,0,0,0,0
14-de_Bello_Judaico-1.12,0.1666666667,0.2222222222,0.2777777778,0.05555555556,0.05555555556,0,0.1666666667,0.05555555556,0,0,0,0
15-de_Bello_Judaico-1.13,0.2051282051,0.1282051282,0.1794871795,0.1538461538,0.07692307692,0.05128205128,0.1025641026,0.05128205128,0,0.02564102564,0.02564102564,0
16-de_Bello_Judaico-1.13,0.1333333333,0.1333333333,0.1333333333,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0,0.1333333333,0.1333333333,0
17-de_Bello_Judaico-1.14,0.1538461538,0.2307692308,0.07692307692,0.07692307692,0.2307692308,0.07692307692,0.07692307692,0.07692307692,0,0,0,0
18-de_Bello_Judaico-1.14,0.2916666667,0.2083333333,0.08333333333,0.04166666667,0.08333333333,0.08333333333,0.04166666667,0.08333333333,0,0.08333333333,0,0
19-de_Bello_Judaico-1.15,0.15,0.25,0.2,0.05,0.1,0.05,0.1,0.1,0,0,0,0
20-de_Bello_Judaico-1.15,0.09090909091,0.2272727273,0.1818181818,0,0.2272727273,0.04545454545,0.04545454545,0.09090909091,0,0.09090909091,0,0
21-de_Bello_Judaico-1.16,0.1176470588,0.1176470588,0.1764705882,0.05882352941,0.1176470588,0,0.1176470588,0.1176470588,0.05882352941,0.05882352941,0.05882352941,0
22-de_Bello_Judaico-1.16,0.2045454545,0.2045454545,0.1590909091,0,0.1363636364,0.06818181818,0.09090909091,0.09090909091,0,0.04545454545,0,0
23-de_Bello_Judaico-1.16,0.1666666667,0.1666666667,0.08333333333,0.08333333333,0.08333333333,0.1666666667,0.08333333333,0.08333333333,0,0,0.08333333333,0
24-de_Bello_Judaico-1.17,0.2105263158,0.08771929825,0.05263157895,0.0701754386,0.1578947368,0.0350877193,0.08771929825,0.1578947368,0,0.0701754386,0.0701754386,0
25-de_Bello_Judaico-1.18,0.1176470588,0.1764705882,0.1764705882,0.1176470588,0.1176470588,0,0.1176470588,0.05882352941,0,0.1176470588,0,0
26-de_Bello_Judaico-1.18,0.126984127,0.1587301587,0.1587301587,0.04761904762,0.126984127,0.09523809524,0.06349206349,0.09523809524,0.06349206349,0.03174603175,0.03174603175,0
27-de_Bello_Judaico-1.19,0.1260504202,0.1596638655,0.1344537815,0.05042016807,0.09243697479,0.09243697479,0.06722689076,0.1260504202,0.09243697479,0.008403361345,0.05042016807,0
28-de_Bello_Judaico-1.22,0.0701754386,0.2456140351,0.1929824561,0.01754385965,0.08771929825,0.08771929825,0.0701754386,0.1403508772,0.0350877193,0.0350877193,0.01754385965,0
29-de_Bello_Judaico-1.22,0.3333333333,0.08333333333,0.08333333333,0.1666666667,0,0.08333333333,0.25,0,0,0,0,0
30-de_Bello_Judaico-1.23,0.2105263158,0.1052631579,0.1052631579,0,0,0.1052631579,0.1052631579,0.05263157895,0.1578947368,0.1052631579,0.05263157895,0
31-de_Bello_Judaico-1.23,0.1086956522,0.1739130435,0.1086956522,0.152173913,0.08695652174,0.1304347826,0.04347826087,0.1304347826,0.02173913043,0,0.04347826087,0
32-de_Bello_Judaico-1.25,0.09345794393,0.214953271,0.1962616822,0.03738317757,0.1401869159,0.03738317757,0.06542056075,0.1495327103,0,0.04672897196,0.01869158879,0
33-de_Bello_Judaico-1.27,0.1379310345,0.2413793103,0.1379310345,0,0.1551724138,0.1034482759,0.05172413793,0.1034482759,0.01724137931,0.03448275862,0.01724137931,0
34-de_Bello_Judaico-1.28,0.08771929825,0.2456140351,0.2280701754,0.0350877193,0.1228070175,0.05263157895,0.1052631579,0.1052631579,0,0,0.01754385965,0
35-de_Bello_Judaico-1.29,0.125,0.25,0.1875,0.03125,0.0625,0.03125,0.09375,0.125,0.03125,0,0.0625,0
36-de_Bello_Judaico-1.30,0.1875,0.15625,0.25,0.0625,0.0625,0.0625,0.03125,0.15625,0,0.03125,0,0
37-de_Bello_Judaico-1.30,0.1818181818,0.1818181818,0.1818181818,0.1818181818,0.09090909091,0,0.09090909091,0.09090909091,0,0,0,0
38-de_Bello_Judaico-1.31,0.1666666667,0.1875,0.1458333333,0.04166666667,0.1666666667,0.1041666667,0.04166666667,0.02083333333,0.02083333333,0.02083333333,0.08333333333,0
39-de_Bello_Judaico-1.32,0.3076923077,0.1538461538,0.07692307692,0.07692307692,0,0.1538461538,0.07692307692,0,0,0,0.1538461538,0
40-de_Bello_Judaico-1.32,0.1764705882,0.1568627451,0.1764705882,0.03921568627,0.1568627451,0.07843137255,0.05882352941,0.09803921569,0,0.03921568627,0.01960784314,0
41-de_Bello_Judaico-1.33,0.16,0.12,0.2,0.04,0.08,0.12,0.08,0.08,0.08,0,0.04,0
